invoice_id,customer_id,product_id,time_id,branch_id,payment_id,quantity,tax_5_percent,sales,cogs,gross_margin_percentage,gross_income,rating
318-12-0304,4,609,607,1,1,1,1.5305,32.1405,30.61,4.761904762,1.5305,5.2
349-97-8902,3,610,608,3,1,2,5.789,121.569,115.78,4.761904762,5.789,8.9
421-95-9805,2,611,609,1,3,1,1.448,30.408,28.96,4.761904762,1.448,6.2
277-35-5865,1,612,610,2,2,9,44.5365,935.2665,890.73,4.761904762,44.5365,6.7
789-23-8625,3,613,611,3,2,3,13.983,293.643,279.66,4.761904762,13.983,7.2
284-54-4231,3,614,612,2,3,1,4.0465,84.9765,80.93,4.761904762,4.0465,9.0
443-59-0061,3,615,613,1,1,10,33.725,708.225,674.5,4.761904762,33.725,4.2
509-29-3912,1,616,614,1,1,9,17.424,365.904,348.48,4.761904762,17.424,4.2
327-40-9673,3,617,615,3,2,6,21.78,457.38,435.6,4.761904762,21.78,6.9
840-19-2096,3,618,616,2,1,5,21.9775,461.5275,439.55,4.761904762,21.9775,4.4
828-46-6863,3,619,617,1,3,6,29.559,620.739,591.18,4.761904762,29.559,4.0
641-96-3695,1,620,618,2,1,6,13.038,273.798,260.76,4.761904762,13.038,8.5
420-97-3340,2,621,619,1,3,3,10.752,225.792,215.04,4.761904762,10.752,9.2
436-54-4512,1,622,620,1,2,1,4.5805,96.1905,91.61,4.761904762,4.5805,9.8
670-79-6321,1,623,621,3,3,7,33.1065,695.2365,662.13,4.761904762,33.1065,4.9
852-62-7105,2,624,622,3,3,10,41.625,874.125,832.5,4.761904762,41.625,4.4
598-06-7312,3,625,623,3,2,1,4.5675,95.9175,91.35,4.761904762,4.5675,6.8
135-13-8269,1,626,624,3,2,2,7.888,165.648,157.76,4.761904762,7.888,9.1
816-57-2053,4,627,625,1,1,2,6.087,127.827,121.74,4.761904762,6.087,8.7
628-90-8624,3,628,626,3,2,10,41.29,867.09,825.8,4.761904762,41.29,5.0
856-66-2701,3,629,627,1,1,3,7.995,167.895,159.9,4.761904762,7.995,7.5
308-39-1707,2,630,628,1,3,1,0.6045,12.6945,12.09,4.761904762,0.6045,8.2
149-61-1929,4,631,629,1,3,10,32.095,673.995,641.9,4.761904762,32.095,6.7
655-07-2265,4,632,630,1,1,3,11.7465,246.6765,234.93,4.761904762,11.7465,5.4
589-02-8023,3,633,631,1,3,2,8.377,175.917,167.54,4.761904762,8.377,7.0
420-04-7590,4,634,632,3,1,3,14.955,314.055,299.1,4.761904762,14.955,4.7
182-88-2763,3,635,633,3,3,3,11.9865,251.7165,239.73,4.761904762,11.9865,5.0
188-55-0967,3,636,634,3,3,10,33.235,697.935,664.7,4.761904762,33.235,5.0
610-46-4100,4,637,635,1,3,7,10.1325,212.7825,202.65,4.761904762,10.1325,6.0
318-81-2368,2,638,636,2,2,1,2.31,48.51,46.2,4.761904762,2.31,6.3
364-33-8584,1,639,637,3,2,5,4.4075,92.5575,88.15,4.761904762,4.4075,8.5
665-63-9737,4,640,638,3,1,3,7.863,165.123,157.26,4.761904762,7.863,7.5
695-09-5146,1,641,639,3,1,3,14.8185,311.1885,296.37,4.761904762,14.8185,6.4
155-45-3814,1,642,640,2,1,8,35.42,743.82,708.4,4.761904762,35.42,4.7
794-32-2436,3,643,641,3,1,2,5.567,116.907,111.34,4.761904762,5.567,6.0
131-15-8856,1,644,642,2,3,8,29.008,609.168,580.16,4.761904762,29.008,4.0
273-84-2164,3,645,643,2,1,5,3.0125,63.2625,60.25,4.761904762,3.0125,5.5
706-36-6154,3,646,644,1,1,9,8.712,182.952,174.24,4.761904762,8.712,8.7
778-89-7974,4,647,645,2,2,6,21.063,442.323,421.26,4.761904762,21.063,7.4
574-31-8277,3,648,646,3,2,1,1.6815,35.3115,33.63,4.761904762,1.6815,5.6
859-71-0933,1,649,647,2,2,2,1.549,32.529,30.98,4.761904762,1.549,6.3
740-11-5257,4,650,648,2,2,10,12.37,259.77,247.4,4.761904762,12.37,7.1
369-82-2676,4,651,649,3,1,5,18.915,397.215,378.3,4.761904762,18.915,7.8
563-47-4072,2,652,650,3,2,6,16.743,351.603,334.86,4.761904762,16.743,9.9
742-04-5161,3,653,651,1,2,10,36.39,764.19,727.8,4.761904762,36.39,7.3
149-15-7606,3,654,652,3,1,9,16.794,352.674,335.88,4.761904762,16.794,5.1
133-77-3154,3,655,653,3,3,4,12.036,252.756,240.72,4.761904762,12.036,9.4
169-52-4504,2,656,654,1,3,3,2.3535,49.4235,47.07,4.761904762,2.3535,5.8
250-81-7186,2,657,655,2,3,1,4.9845,104.6745,99.69,4.761904762,4.9845,8.0
562-12-5430,1,658,656,1,1,3,13.2225,277.6725,264.45,4.761904762,13.2225,7.9
816-72-8853,1,659,657,1,2,5,6.9825,146.6325,139.65,4.761904762,6.9825,5.9
491-38-3499,3,660,658,1,3,1,2.7725,58.2225,55.45,4.761904762,2.7725,4.9
322-02-2271,2,661,659,3,2,3,6.4455,135.3555,128.91,4.761904762,6.4455,9.3
842-29-4695,3,662,660,2,3,7,5.999,125.979,119.98,4.761904762,5.999,7.9
725-67-2480,1,663,661,3,3,6,17.625,370.125,352.5,4.761904762,17.625,5.9
641-51-2661,1,664,662,2,3,10,43.55,914.55,871.0,4.761904762,43.55,9.9
714-02-3114,2,665,663,2,2,2,9.88,207.48,197.6,4.761904762,9.88,7.7
518-17-2983,2,666,664,1,1,4,9.726,204.246,194.52,4.761904762,9.726,7.6
779-42-2410,3,667,665,3,1,3,8.661,181.881,173.22,4.761904762,8.661,7.7
190-14-3147,2,668,666,3,1,4,3.594,75.474,71.88,4.761904762,3.594,6.4
408-66-6712,1,669,667,2,1,6,14.313,300.573,286.26,4.761904762,14.313,4.4
679-22-6530,2,670,668,3,3,2,4.062,85.302,81.24,4.761904762,4.062,4.1
588-47-8641,3,671,669,1,1,10,28.02,588.42,560.4,4.761904762,28.02,4.4
642-61-4706,3,672,670,3,2,2,9.34,196.14,186.8,4.761904762,9.34,5.5
576-31-4774,2,673,671,3,1,3,11.0115,231.2415,220.23,4.761904762,11.0115,4.0
556-41-6224,4,674,672,2,3,8,13.456,282.576,269.12,4.761904762,13.456,9.3
811-03-8790,2,675,673,1,3,10,22.74,477.54,454.8,4.761904762,22.74,4.8
242-11-3142,3,676,674,3,2,2,8.377,175.917,167.54,4.761904762,8.377,4.6
752-23-3760,1,677,675,3,3,7,22.428,470.988,448.56,4.761904762,22.428,7.3
274-05-5470,1,678,676,1,2,4,14.694,308.574,293.88,4.761904762,14.694,6.0
648-94-3045,4,679,677,2,1,10,29.475,618.975,589.5,4.761904762,29.475,8.1
130-67-4723,3,680,678,1,1,6,14.55,305.55,291.0,4.761904762,14.55,9.4
528-87-5606,1,681,679,3,2,1,1.974,41.454,39.48,4.761904762,1.974,6.5
320-85-2052,2,682,680,3,3,1,1.7405,36.5505,34.81,4.761904762,1.7405,7.0
370-96-0655,2,683,681,2,1,6,14.796,310.716,295.92,4.761904762,14.796,7.1
105-10-6182,3,684,682,1,1,2,2.148,45.108,42.96,4.761904762,2.148,6.6
510-79-0415,1,685,683,3,1,6,6.924,145.404,138.48,4.761904762,6.924,4.9
241-96-5076,1,686,684,3,3,2,4.91,103.11,98.2,4.761904762,4.91,6.4
767-97-4650,1,687,685,3,3,2,6.483,136.143,129.66,4.761904762,6.483,8.0
648-83-1321,3,688,686,1,2,10,31.78,667.38,635.6,4.761904762,31.78,4.3
173-57-2300,3,689,687,2,2,2,7.288,153.048,145.76,4.761904762,7.288,6.1
305-03-2383,2,690,688,1,2,3,10.065,211.365,201.3,4.761904762,10.065,7.5
394-55-6384,1,691,689,2,2,9,31.5855,663.2955,631.71,4.761904762,31.5855,6.7
266-20-6657,3,692,690,2,1,7,19.264,404.544,385.28,4.761904762,19.264,5.2
689-05-1884,3,693,691,1,2,10,24.315,510.615,486.3,4.761904762,24.315,8.8
196-01-2849,1,694,692,2,2,7,25.683,539.343,513.66,4.761904762,25.683,9.5
372-62-5264,2,695,693,2,2,9,23.67,497.07,473.4,4.761904762,23.67,7.6
800-09-8606,1,696,694,1,2,5,21.8425,458.6925,436.85,4.761904762,21.8425,6.6
182-52-7000,1,697,695,1,1,4,5.408,113.568,108.16,4.761904762,5.408,6.9
826-58-8051,4,698,696,3,1,4,12.438,261.198,248.76,4.761904762,12.438,4.3
868-06-0466,3,699,697,1,3,9,31.311,657.531,626.22,4.761904762,31.311,7.8
751-41-9720,4,700,698,2,1,10,48.75,1023.75,975.0,4.761904762,48.75,8.0
626-43-7888,2,701,699,2,1,8,24.164,507.444,483.28,4.761904762,24.164,9.6
176-64-7711,4,702,700,3,3,3,4.848,101.808,96.96,4.761904762,4.848,4.3
191-29-0321,1,703,701,3,3,10,9.885,207.585,197.7,4.761904762,9.885,5.0
729-06-2010,3,704,702,3,2,9,36.2115,760.4415,724.23,4.761904762,36.2115,9.2
640-48-5028,1,705,703,3,2,9,39.7755,835.2855,795.51,4.761904762,39.7755,6.3
186-79-9562,4,706,704,3,2,7,25.1195,527.5095,502.39,4.761904762,25.1195,8.9
834-45-5519,2,707,705,3,1,4,8.6,180.6,172.0,4.761904762,8.6,7.6
162-65-8559,3,708,706,2,2,1,3.449,72.429,68.98,4.761904762,3.449,4.8
760-27-5490,4,709,707,2,1,8,6.248,131.208,124.96,4.761904762,6.248,9.1
445-30-9252,4,710,708,1,1,3,3.855,80.955,77.1,4.761904762,3.855,6.1
786-94-2700,3,711,709,1,2,6,24.186,507.906,483.72,4.761904762,24.186,9.1
728-88-7867,1,712,710,2,1,4,15.106,317.226,302.12,4.761904762,15.106,8.3
183-21-3799,2,713,711,2,1,9,34.9335,733.6035,698.67,4.761904762,34.9335,7.2
268-20-3585,2,714,712,2,1,9,6.2325,130.8825,124.65,4.761904762,6.2325,6.0
735-32-9839,3,715,713,2,1,8,39.48,829.08,789.6,4.761904762,39.48,8.5
258-92-7466,2,716,714,1,3,5,8.92,187.32,178.4,4.761904762,8.92,6.6
857-16-3520,1,717,715,1,1,7,25.011,525.231,500.22,4.761904762,25.011,4.5
482-17-1179,3,718,716,1,3,3,1.791,37.611,35.82,4.761904762,1.791,8.1
788-21-5741,4,719,717,1,3,3,6.807,142.947,136.14,4.761904762,6.807,7.2
821-14-9046,1,720,718,3,3,6,5.244,110.124,104.88,4.761904762,5.244,6.1
418-05-0656,2,721,719,3,2,7,8.946,187.866,178.92,4.761904762,8.946,7.1
678-79-0726,1,722,720,2,2,9,40.7835,856.4535,815.67,4.761904762,40.7835,5.1
776-68-1096,4,723,721,3,3,3,6.618,138.978,132.36,4.761904762,6.618,7.9
592-46-1692,1,724,722,2,2,7,12.8695,270.2595,257.39,4.761904762,12.8695,7.4
434-35-9162,3,725,723,3,1,4,4.668,98.028,93.36,4.761904762,4.668,7.4
149-14-0304,1,726,724,2,2,8,11.4,239.4,228.0,4.761904762,11.4,6.6
442-44-6497,3,727,725,2,3,3,8.3355,175.0455,166.71,4.761904762,8.3355,5.9
174-64-0215,4,728,726,3,3,10,34.87,732.27,697.4,4.761904762,34.87,8.9
210-74-9613,4,729,727,2,1,4,19.452,408.492,389.04,4.761904762,19.452,6.8
299-29-0180,1,730,728,3,2,7,18.263,383.523,365.26,4.761904762,18.263,9.3
247-11-2470,1,731,729,1,3,4,4.464,93.744,89.28,4.761904762,4.464,4.4
635-28-5728,4,732,730,1,1,3,8.4,176.4,168.0,4.761904762,8.4,4.8
756-49-0168,3,733,731,1,1,1,0.985,20.685,19.7,4.761904762,0.985,9.5
438-23-1242,4,734,732,3,1,7,26.558,557.718,531.16,4.761904762,26.558,8.9
238-45-6950,3,735,733,3,1,1,2.686,56.406,53.72,4.761904762,2.686,6.4
607-65-2441,3,736,734,2,3,10,40.975,860.475,819.5,4.761904762,40.975,6.0
386-27-7606,1,737,735,2,3,7,28.42,596.82,568.4,4.761904762,28.42,8.1
137-63-5492,4,738,736,2,1,10,29.38,616.98,587.6,4.761904762,29.38,9.0
197-77-7132,3,739,737,3,1,8,36.624,769.104,732.48,4.761904762,36.624,6.0
805-86-0265,4,740,738,1,2,9,42.282,887.922,845.64,4.761904762,42.282,9.8
733-29-1227,4,741,739,2,2,7,19.4635,408.7335,389.27,4.761904762,19.4635,8.5
451-73-2711,4,742,740,2,1,1,4.2415,89.0715,84.83,4.761904762,4.2415,8.8
373-14-0504,1,743,741,1,1,2,7.163,150.423,143.26,4.761904762,7.163,8.8
546-80-2899,3,744,742,1,1,2,3.769,79.149,75.38,4.761904762,3.769,9.5
345-68-9016,1,745,743,2,3,8,12.668,266.028,253.36,4.761904762,12.668,5.6
390-17-5806,1,746,744,2,2,1,1.921,40.341,38.42,4.761904762,1.921,8.6
457-13-1708,3,747,745,3,3,10,32.615,684.915,652.3,4.761904762,32.615,5.2
664-14-2882,1,748,746,2,3,5,2.6325,55.2825,52.65,4.761904762,2.6325,5.8
487-79-6868,1,749,747,3,3,9,5.5305,116.1405,110.61,4.761904762,5.5305,8.0
314-23-4520,3,750,748,2,2,7,28.4305,597.0405,568.61,4.761904762,28.4305,9.0
210-30-7976,1,731,749,3,1,4,4.464,93.744,89.28,4.761904762,4.464,4.1
585-86-8361,2,751,750,1,3,5,6.82,143.22,136.4,4.761904762,6.82,8.6
807-14-7833,1,752,751,1,1,10,8.71,182.91,174.2,4.761904762,8.71,7.0
775-72-1988,4,753,752,3,1,5,18.32,384.72,366.4,4.761904762,18.32,8.4
288-38-3758,1,754,753,2,1,3,12.7305,267.3405,254.61,4.761904762,12.7305,7.4
652-43-6591,2,755,754,1,3,8,38.916,817.236,778.32,4.761904762,38.916,6.2
785-96-0615,1,756,755,3,1,8,14.296,300.216,285.92,4.761904762,14.296,4.9
406-46-7107,2,757,756,1,2,6,28.956,608.076,579.12,4.761904762,28.956,4.5
250-17-5703,3,758,757,1,1,10,9.425,197.925,188.5,4.761904762,9.425,5.6
156-95-3964,2,759,758,1,1,4,11.078,232.638,221.56,4.761904762,11.078,8.0
842-40-8179,1,760,759,3,3,10,38.6,810.6,772.0,4.761904762,38.6,5.6
525-09-8450,4,761,760,3,3,10,36.065,757.365,721.3,4.761904762,36.065,4.2
410-67-1709,1,762,761,1,1,8,25.552,536.592,511.04,4.761904762,25.552,9.9
587-73-4862,1,763,762,1,1,5,2.6725,56.1225,53.45,4.761904762,2.6725,7.6
787-87-2010,3,764,763,1,3,4,11.1,233.1,222.0,4.761904762,11.1,6.6
593-14-4239,2,765,764,3,1,8,38.184,801.864,763.68,4.761904762,38.184,4.7
801-88-0346,2,766,765,2,3,3,11.409,239.589,228.18,4.761904762,11.409,9.8
388-76-2555,4,767,766,3,2,6,4.107,86.247,82.14,4.761904762,4.107,6.3
711-31-1234,2,768,767,3,2,4,19.128,401.688,382.56,4.761904762,19.128,7.9
886-54-6089,2,769,768,1,2,6,3.429,72.009,68.58,4.761904762,3.429,7.7
707-32-7409,1,770,769,3,1,4,19.108,401.268,382.16,4.761904762,19.108,4.5
759-98-4285,1,771,770,2,3,7,30.0545,631.1445,601.09,4.761904762,30.0545,8.0
201-63-8275,1,772,771,2,1,7,23.7965,499.7265,475.93,4.761904762,23.7965,5.7
471-06-8611,2,773,772,2,3,1,2.621,55.041,52.42,4.761904762,2.621,6.3
200-16-5952,3,774,773,2,2,2,6.565,137.865,131.3,4.761904762,6.565,6.0
120-54-2248,2,775,774,3,3,5,7.215,151.515,144.3,4.761904762,7.215,8.0
102-77-2261,3,776,775,2,3,7,22.8585,480.0285,457.17,4.761904762,22.8585,4.2
875-31-8302,4,777,776,3,2,1,4.669,98.049,93.38,4.761904762,4.669,9.6
102-06-2002,3,778,777,2,2,5,6.3125,132.5625,126.25,4.761904762,6.3125,6.1
457-94-0464,3,779,778,3,1,9,39.5415,830.3715,790.83,4.761904762,39.5415,5.6
629-42-4133,4,780,779,2,2,8,8.72,183.12,174.4,4.761904762,8.72,8.3
534-53-3526,2,781,780,1,1,4,18.952,397.992,379.04,4.761904762,18.952,7.8
307-04-2070,1,782,781,1,3,1,1.531,32.151,30.62,4.761904762,1.531,4.1
468-99-7231,2,783,782,2,2,8,17.604,369.684,352.08,4.761904762,17.604,8.8
516-77-6464,1,784,783,2,1,5,2.54,53.34,50.8,4.761904762,2.54,4.1
404-91-5964,4,785,784,1,3,7,26.103,548.163,522.06,4.761904762,26.103,9.0
886-77-9084,4,786,785,2,1,8,28.756,603.876,575.12,4.761904762,28.756,5.5
790-38-4466,2,787,786,2,3,5,2.7475,57.6975,54.95,4.761904762,2.7475,9.3
704-10-4056,3,788,787,2,3,3,9.0705,190.4805,181.41,4.761904762,9.0705,5.6
497-37-6538,4,789,788,1,1,7,20.6185,432.9885,412.37,4.761904762,20.6185,9.7
651-96-5970,4,790,789,1,3,1,2.3205,48.7305,46.41,4.761904762,2.3205,4.0
400-80-4065,3,791,343,2,3,4,13.71,287.91,274.2,4.761904762,13.71,9.2
744-16-7898,2,792,790,3,3,10,48.685,1022.385,973.7,4.761904762,48.685,4.9
263-12-5321,3,793,791,1,3,7,32.41,680.61,648.2,4.761904762,32.41,9.3
702-72-0487,2,794,792,1,3,2,4.661,97.881,93.22,4.761904762,4.661,6.6
605-83-1050,4,795,793,3,1,2,2.718,57.078,54.36,4.761904762,2.718,4.3
443-60-9639,1,796,794,2,2,1,3.0435,63.9135,60.87,4.761904762,3.0435,5.5
864-24-7918,1,797,795,1,2,10,12.245,257.145,244.9,4.761904762,12.245,8.1
359-94-5395,4,798,796,3,3,1,4.639,97.419,92.78,4.761904762,4.639,9.8
401-09-4232,3,799,797,2,1,5,21.6725,455.1225,433.45,4.761904762,21.6725,9.4
751-15-6198,4,800,798,3,1,6,6.903,144.963,138.06,4.761904762,6.903,7.9
324-41-6833,1,801,799,2,1,8,12.08,253.68,241.6,4.761904762,12.08,5.1
474-33-8305,3,802,800,2,1,7,23.5865,495.3165,471.73,4.761904762,23.5865,6.9
759-29-9521,1,803,801,1,2,9,22.032,462.672,440.64,4.761904762,22.032,8.0
831-81-6575,1,804,802,3,2,9,34.0155,714.3255,680.31,4.761904762,34.0155,8.0
220-68-6701,2,805,803,1,2,4,15.494,325.374,309.88,4.761904762,15.494,4.2
618-34-8551,2,806,804,1,3,2,9.318,195.678,186.36,4.761904762,9.318,8.5
257-60-7754,2,807,805,1,2,4,10.046,210.966,200.92,4.761904762,10.046,9.0
559-61-5987,2,808,806,3,2,1,0.8875,18.6375,17.75,4.761904762,0.8875,8.6
189-55-2313,2,809,807,2,1,10,31.09,652.89,621.8,4.761904762,31.09,6.0
565-91-4567,4,810,808,3,1,8,4.3,90.3,86.0,4.761904762,4.3,6.2
380-60-5336,2,811,809,1,3,10,20.13,422.73,402.6,4.761904762,20.13,5.0
815-04-6282,1,812,810,2,3,5,16.2425,341.0925,324.85,4.761904762,16.2425,6.5
674-56-6360,4,813,811,1,2,1,4.7575,99.9075,95.15,4.761904762,4.7575,6.0
778-34-2523,1,814,812,1,2,8,19.448,408.408,388.96,4.761904762,19.448,5.0
499-27-7781,2,815,813,3,1,8,21.284,446.964,425.68,4.761904762,21.284,5.0
477-59-2456,2,816,814,2,2,7,15.904,333.984,318.08,4.761904762,15.904,9.2
832-51-6761,4,817,815,1,1,8,13.552,284.592,271.04,4.761904762,13.552,9.6
869-11-3082,3,818,816,3,3,4,19.232,403.872,384.64,4.761904762,19.232,8.4
190-59-3964,3,819,817,3,3,5,11.79,247.59,235.8,4.761904762,11.79,6.0
366-43-6862,4,174,818,3,1,4,10.578,222.138,211.56,4.761904762,10.578,6.7
186-43-8965,1,820,819,1,3,2,4.768,100.128,95.36,4.761904762,4.768,4.1
784-21-9238,3,821,820,2,2,1,0.5085,10.6785,10.17,4.761904762,0.5085,5.9
276-75-6884,2,822,821,1,2,3,10.3065,216.4365,206.13,4.761904762,10.3065,8.7
109-86-4363,1,823,822,3,3,7,21.028,441.588,420.56,4.761904762,21.028,4.5
569-76-2760,1,824,823,1,3,4,4.402,92.442,88.04,4.761904762,4.402,6.6
222-42-0244,1,825,824,3,3,9,32.4495,681.4395,648.99,4.761904762,32.4495,7.7
760-53-9233,3,826,825,1,3,3,6.192,130.032,123.84,4.761904762,6.192,8.5
538-22-0304,4,827,217,2,2,10,32.475,681.975,649.5,4.761904762,32.475,5.2
416-17-9926,1,828,826,1,3,10,37.11,779.31,742.2,4.761904762,37.11,4.3
237-44-6163,4,829,827,1,2,8,4.224,88.704,84.48,4.761904762,4.224,7.6
636-17-0325,4,830,828,3,2,4,12.514,262.794,250.28,4.761904762,12.514,9.5
343-75-9322,1,831,829,3,2,8,4.74,99.54,94.8,4.761904762,4.74,4.1
528-14-9470,3,832,830,1,1,1,4.565,95.865,91.3,4.761904762,4.565,9.2
427-45-9297,1,833,831,3,1,7,14.2555,299.3655,285.11,4.761904762,14.2555,5.4
807-34-3742,4,834,832,1,2,1,2.619,54.999,52.38,4.761904762,2.619,5.8
288-62-1085,3,835,833,1,1,5,9.635,202.335,192.7,4.761904762,9.635,5.6
670-71-7306,4,836,834,3,3,6,13.389,281.169,267.78,4.761904762,13.389,5.1
660-29-7083,4,837,634,2,2,10,27.935,586.635,558.7,4.761904762,27.935,5.8
271-77-8740,1,838,835,2,1,6,8.766,184.086,175.32,4.761904762,8.766,5.0
497-36-0989,4,839,836,1,2,3,7.791,163.611,155.82,4.761904762,7.791,7.9
291-59-1384,4,840,837,3,2,1,3.015,63.315,60.3,4.761904762,3.015,6.0
860-73-6466,1,841,838,1,3,2,3.947,82.887,78.94,4.761904762,3.947,5.0
549-23-9016,1,842,839,2,3,2,1.487,31.227,29.74,4.761904762,1.487,8.9
896-34-0956,4,843,840,1,2,1,1.066,22.386,21.32,4.761904762,1.066,5.9
804-38-3935,3,844,841,1,3,3,14.067,295.407,281.34,4.761904762,14.067,5.9
585-90-0249,3,845,842,1,1,1,3.663,76.923,73.26,4.761904762,3.663,9.7
862-29-5914,2,846,843,2,3,1,1.119,23.499,22.38,4.761904762,1.119,8.6
845-94-6841,1,847,844,2,2,9,32.796,688.716,655.92,4.761904762,32.796,4.0
125-45-2293,2,848,845,1,2,6,29.73,624.33,594.6,4.761904762,29.73,4.2
843-73-4724,4,849,846,1,2,1,3.705,77.805,74.1,4.761904762,3.705,9.2
409-33-9708,2,850,847,1,1,2,9.848,206.808,196.96,4.761904762,9.848,9.2
658-66-3967,4,851,848,2,1,7,18.6165,390.9465,372.33,4.761904762,18.6165,5.0
866-70-2814,2,852,849,3,1,10,26.395,554.295,527.9,4.761904762,26.395,10.0
160-22-2687,1,853,850,1,1,5,23.9875,503.7375,479.75,4.761904762,23.9875,8.8
895-03-6665,2,854,851,3,2,9,16.4295,345.0195,328.59,4.761904762,16.4295,4.2
770-42-8960,4,855,852,3,2,8,8.448,177.408,168.96,4.761904762,8.448,6.3
748-45-2862,1,856,853,1,2,4,5.662,118.902,113.24,4.761904762,5.662,8.2
234-36-2483,4,857,854,3,2,6,17.277,362.817,345.54,4.761904762,17.277,5.1
316-66-3011,1,858,855,1,2,9,21.4335,450.1035,428.67,4.761904762,21.4335,5.0
848-95-6252,1,859,856,2,1,1,4.3135,90.5835,86.27,4.761904762,4.3135,7.0
840-76-5966,3,860,857,1,1,2,1.276,26.796,25.52,4.761904762,1.276,7.8
152-03-4217,2,861,858,3,3,9,5.076,106.596,101.52,4.761904762,5.076,4.3
533-66-5566,2,862,859,3,2,7,17.8745,375.3645,357.49,4.761904762,17.8745,7.0
124-31-1458,1,863,860,1,2,3,11.9385,250.7085,238.77,4.761904762,11.9385,6.6
176-78-1170,3,864,861,2,1,3,5.0715,106.5015,101.43,4.761904762,5.0715,7.3
361-59-0574,3,865,862,3,3,8,36.212,760.452,724.24,4.761904762,36.212,6.5
101-81-4070,1,866,863,2,1,2,6.282,131.922,125.64,4.761904762,6.282,4.9
631-34-1880,3,867,864,2,3,3,3.6465,76.5765,72.93,4.761904762,3.6465,4.3
852-82-2749,4,868,865,1,1,4,12.918,271.278,258.36,4.761904762,12.918,9.3
873-14-6353,3,869,866,1,3,7,8.687,182.427,173.74,4.761904762,8.687,7.1
584-66-4073,4,870,867,2,1,1,2.825,59.325,56.5,4.761904762,2.825,9.6
544-55-9589,1,871,868,3,2,10,10.715,225.015,214.3,4.761904762,10.715,6.2
166-19-2553,3,872,869,1,2,6,26.718,561.078,534.36,4.761904762,26.718,9.9
737-88-5876,3,873,870,1,3,4,4.658,97.818,93.16,4.761904762,4.658,5.9
154-87-7367,4,874,871,2,1,8,26.104,548.184,522.08,4.761904762,26.104,6.3
885-56-0389,3,875,872,2,2,1,2.6175,54.9675,52.35,4.761904762,2.6175,4.0
608-05-3804,3,876,873,3,2,1,1.9875,41.7375,39.75,4.761904762,1.9875,6.1
448-61-3783,2,877,874,1,3,8,36.008,756.168,720.16,4.761904762,36.008,4.5
761-49-0439,1,878,875,3,1,8,4.84,101.64,96.8,4.761904762,4.84,8.6
490-95-0021,1,879,876,3,1,10,16.605,348.705,332.1,4.761904762,16.605,6.0
115-38-7388,1,880,877,2,3,8,4.072,85.512,81.44,4.761904762,4.072,9.5
311-13-6971,3,881,878,3,3,10,15.995,335.895,319.9,4.761904762,15.995,9.9
291-55-6563,1,138,879,1,1,6,10.326,216.846,206.52,4.761904762,10.326,7.5
548-48-3156,1,882,880,1,2,2,8.334,175.014,166.68,4.761904762,8.334,7.6
460-93-5834,4,593,881,1,2,7,15.953,335.013,319.06,4.761904762,15.953,5.0
325-89-4209,3,883,882,1,1,1,4.395,92.295,87.9,4.761904762,4.395,6.7
884-80-6021,1,884,883,1,1,10,36.735,771.435,734.7,4.761904762,36.735,9.5
137-74-8729,2,885,884,2,1,8,4.876,102.396,97.52,4.761904762,4.876,6.8
880-46-5796,3,886,885,1,1,10,38.46,807.66,769.2,4.761904762,38.46,5.6
389-70-2397,2,887,886,2,2,5,20.915,439.215,418.3,4.761904762,20.915,7.2
114-35-5271,2,888,887,3,2,8,23.164,486.444,463.28,4.761904762,23.164,8.1
607-76-6216,1,889,888,2,3,5,23.1225,485.5725,462.45,4.761904762,23.1225,8.6
715-20-1673,4,890,889,3,2,5,7.095,148.995,141.9,4.761904762,7.095,9.4
811-35-1094,3,891,890,3,3,6,15.135,317.835,302.7,4.761904762,15.135,8.9
699-88-1972,4,892,891,3,3,8,39.664,832.944,793.28,4.761904762,39.664,4.2
781-84-8059,4,893,892,2,1,7,21.259,446.439,425.18,4.761904762,21.259,5.0
409-49-6995,1,894,893,2,2,6,14.181,297.801,283.62,4.761904762,14.181,8.8
725-54-0677,3,895,894,2,2,7,29.96,629.16,599.2,4.761904762,29.96,5.3
146-09-5432,3,896,895,1,1,9,15.768,331.128,315.36,4.761904762,15.768,4.6
377-79-7592,1,897,896,2,3,9,20.178,423.738,403.56,4.761904762,20.178,7.5
509-10-0516,4,898,897,3,1,4,9.194,193.074,183.88,4.761904762,9.194,5.1
595-94-9924,1,899,898,1,3,5,6.9325,145.5825,138.65,4.761904762,6.9325,4.2
865-41-9075,4,900,899,1,2,7,4.0355,84.7455,80.71,4.761904762,4.0355,8.1
545-07-8534,2,901,900,2,1,2,5.832,122.472,116.64,4.761904762,5.832,6.0
118-62-1812,1,298,901,2,2,4,15.676,329.196,313.52,4.761904762,15.676,7.9
450-42-3339,4,902,902,2,3,10,42.305,888.405,846.1,4.761904762,42.305,8.8
851-98-3555,2,903,903,3,3,5,20.72,435.12,414.4,4.761904762,20.72,6.6
186-71-5196,1,904,904,1,1,2,7.954,167.034,159.08,4.761904762,7.954,6.2
624-01-8356,2,905,905,3,3,10,24.505,514.605,490.1,4.761904762,24.505,4.2
313-66-9943,1,906,906,3,3,3,4.3725,91.8225,87.45,4.761904762,4.3725,7.3
151-27-8496,2,907,907,2,1,4,11.226,235.746,224.52,4.761904762,11.226,8.6
