invoice_id,customer_type,gender,product_line,unit_price,date,time,year,month,quarter,branch,city,payment_method,quantity,tax_5_percent,sales,cogs,gross_margin_percentage,gross_income,rating
649-11-3678,Normal,Female,Food and beverages,22.93,2019-02-26,20:26:00,2019,2,1,Giza,Naypyitaw,Cash,9,10.32,216.69,206.37,4.76,10.32,5.5
622-20-1945,Normal,Female,Health and beauty,39.42,2019-01-18,15:08:00,2019,1,1,Giza,Naypyitaw,Cash,1,1.97,41.39,39.42,4.76,1.97,8.4
372-94-8041,Normal,Male,Health and beauty,15.26,2019-02-15,18:03:00,2019,2,1,Alex,Yangon,Ewallet,6,4.58,96.14,91.56,4.76,4.58,9.8
563-91-7120,Normal,Female,Fashion accessories,61.77,2019-03-08,13:21:00,2019,3,1,Alex,Yangon,Cash,5,15.44,324.29,308.85,4.76,15.44,6.7
746-54-5508,Normal,Male,Home and lifestyle,21.52,2019-01-17,12:48:00,2019,1,1,Alex,Yangon,Credit card,6,6.46,135.58,129.12,4.76,6.46,9.4
276-54-0879,Normal,Male,Sports and travel,97.74,2019-03-12,19:53:00,2019,3,1,Cairo,Mandalay,Ewallet,4,19.55,410.51,390.96,4.76,19.55,6.4
815-11-1168,Member,Male,Food and beverages,99.78,2019-03-09,19:09:00,2019,3,1,Alex,Yangon,Cash,5,24.95,523.85,498.9,4.76,24.95,5.4
719-76-3868,Member,Male,Food and beverages,94.26,2019-03-12,16:30:00,2019,3,1,Giza,Naypyitaw,Cash,4,18.85,395.89,377.04,4.76,18.85,8.6
730-61-8757,Member,Male,Health and beauty,51.13,2019-01-25,10:11:00,2019,1,1,Cairo,Mandalay,Credit card,4,10.23,214.75,204.52,4.76,10.23,4.0
340-66-0321,Member,Male,Electronic accessories,36.36,2019-03-25,13:07:00,2019,3,1,Alex,Yangon,Cash,4,7.27,152.71,145.44,4.76,7.27,7.6
868-81-1752,Normal,Male,Home and lifestyle,22.02,2019-02-07,18:48:00,2019,2,1,Cairo,Mandalay,Cash,9,9.91,208.09,198.18,4.76,9.91,6.8
634-97-8956,Normal,Male,Food and beverages,32.9,2019-02-17,17:27:00,2019,2,1,Alex,Yangon,Credit card,3,4.94,103.64,98.7,4.76,4.94,9.1
566-71-1091,Normal,Male,Fashion accessories,77.02,2019-02-03,15:59:00,2019,2,1,Alex,Yangon,Cash,5,19.26,404.36,385.1,4.76,19.26,5.5
442-48-3607,Member,Male,Food and beverages,23.48,2019-03-14,11:21:00,2019,3,1,Alex,Yangon,Credit card,2,2.35,49.31,46.96,4.76,2.35,7.9
835-16-0096,Member,Male,Sports and travel,14.7,2019-03-24,13:48:00,2019,3,1,Giza,Naypyitaw,Ewallet,5,3.68,77.18,73.5,4.76,3.68,8.5
527-09-6272,Member,Female,Electronic accessories,28.45,2019-03-21,10:17:00,2019,3,1,Alex,Yangon,Credit card,5,7.11,149.36,142.25,4.76,7.11,9.1
898-04-2717,Normal,Male,Fashion accessories,76.4,2019-03-19,15:49:00,2019,3,1,Alex,Yangon,Ewallet,9,34.38,721.98,687.6,4.76,34.38,7.5
692-27-8933,Normal,Female,Sports and travel,57.95,2019-02-24,13:02:00,2019,2,1,Cairo,Mandalay,Cash,6,17.39,365.09,347.7,4.76,17.39,5.2
633-09-3463,Normal,Female,Electronic accessories,47.65,2019-03-28,12:58:00,2019,3,1,Giza,Naypyitaw,Credit card,3,7.15,150.1,142.95,4.76,7.15,9.5
374-17-3652,Member,Female,Food and beverages,42.82,2019-02-05,15:26:00,2019,2,1,Cairo,Mandalay,Credit card,9,19.27,404.65,385.38,4.76,19.27,8.9
378-07-7001,Member,Male,Electronic accessories,48.09,2019-02-10,18:23:00,2019,2,1,Cairo,Mandalay,Credit card,3,7.21,151.48,144.27,4.76,7.21,7.8
433-75-6987,Member,Female,Health and beauty,55.97,2019-03-05,19:06:00,2019,3,1,Cairo,Mandalay,Ewallet,7,19.59,411.38,391.79,4.76,19.59,8.9
873-95-4984,Member,Female,Health and beauty,76.9,2019-02-15,20:21:00,2019,2,1,Cairo,Mandalay,Cash,7,26.92,565.22,538.3,4.76,26.92,7.7
416-13-5917,Normal,Female,Food and beverages,97.03,2019-01-30,16:24:00,2019,1,1,Giza,Naypyitaw,Ewallet,5,24.26,509.41,485.15,4.76,24.26,9.3
150-89-8043,Normal,Male,Sports and travel,44.65,2019-02-14,15:04:00,2019,2,1,Alex,Yangon,Cash,3,6.7,140.65,133.95,4.76,6.7,6.2
135-84-8019,Normal,Female,Fashion accessories,77.93,2019-02-27,16:10:00,2019,2,1,Alex,Yangon,Ewallet,9,35.07,736.44,701.37,4.76,35.07,7.6
441-94-7118,Member,Male,Electronic accessories,71.95,2019-02-04,12:14:00,2019,2,1,Alex,Yangon,Cash,1,3.6,75.55,71.95,4.76,3.6,7.3
725-96-3778,Member,Female,Home and lifestyle,89.25,2019-01-20,10:13:00,2019,1,1,Giza,Naypyitaw,Cash,8,35.7,749.7,714.0,4.76,35.7,4.7
531-80-1784,Normal,Male,Electronic accessories,26.02,2019-03-28,17:38:00,2019,3,1,Alex,Yangon,Cash,7,9.11,191.25,182.14,4.76,9.11,5.1
400-45-1220,Normal,Female,Health and beauty,13.5,2019-02-27,11:06:00,2019,2,1,Cairo,Mandalay,Credit card,10,6.75,141.75,135.0,4.76,6.75,4.8
860-79-0874,Member,Female,Fashion accessories,99.3,2019-02-15,14:53:00,2019,2,1,Giza,Naypyitaw,Credit card,10,49.65,1042.65,993.0,4.76,49.65,6.6
834-61-8124,Normal,Male,Electronic accessories,51.69,2019-01-26,18:22:00,2019,1,1,Alex,Yangon,Cash,7,18.09,379.92,361.83,4.76,18.09,5.5
115-99-4379,Member,Female,Fashion accessories,54.73,2019-03-14,19:02:00,2019,3,1,Cairo,Mandalay,Credit card,7,19.16,402.27,383.11,4.76,19.16,8.5
565-67-6697,Member,Male,Home and lifestyle,27.0,2019-03-02,14:16:00,2019,3,1,Cairo,Mandalay,Cash,9,12.15,255.15,243.0,4.76,12.15,4.8
320-49-6392,Normal,Female,Electronic accessories,30.24,2019-03-04,15:44:00,2019,3,1,Giza,Naypyitaw,Cash,1,1.51,31.75,30.24,4.76,1.51,8.4
889-04-9723,Member,Female,Food and beverages,89.14,2019-01-07,12:20:00,2019,1,1,Cairo,Mandalay,Credit card,4,17.83,374.39,356.56,4.76,17.83,7.8
632-90-0281,Normal,Female,Fashion accessories,37.55,2019-03-08,20:01:00,2019,3,1,Giza,Naypyitaw,Credit card,10,18.78,394.28,375.5,4.76,18.78,9.3
554-42-2417,Normal,Female,Sports and travel,95.44,2019-01-09,13:45:00,2019,1,1,Giza,Naypyitaw,Cash,10,47.72,1002.12,954.4,4.76,47.72,5.2
453-63-6187,Normal,Male,Electronic accessories,27.5,2019-03-01,15:40:00,2019,3,1,Cairo,Mandalay,Ewallet,3,4.13,86.63,82.5,4.76,4.13,6.5
578-80-7669,Normal,Male,Sports and travel,74.97,2019-03-16,16:58:00,2019,3,1,Cairo,Mandalay,Cash,1,3.75,78.72,74.97,4.76,3.75,5.6
612-36-5536,Member,Male,Food and beverages,80.96,2019-02-17,11:12:00,2019,2,1,Alex,Yangon,Credit card,8,32.38,680.06,647.68,4.76,32.38,7.4
605-72-4132,Normal,Female,Food and beverages,94.47,2019-02-27,15:12:00,2019,2,1,Giza,Naypyitaw,Cash,8,37.79,793.55,755.76,4.76,37.79,9.1
471-41-2823,Normal,Male,Food and beverages,99.79,2019-03-07,20:37:00,2019,3,1,Giza,Naypyitaw,Ewallet,2,9.98,209.56,199.58,4.76,9.98,8.0
462-67-9126,Normal,Male,Home and lifestyle,73.22,2019-01-21,17:44:00,2019,1,1,Alex,Yangon,Cash,6,21.97,461.29,439.32,4.76,21.97,7.2
272-27-9238,Normal,Female,Food and beverages,41.24,2019-02-19,16:23:00,2019,2,1,Giza,Naypyitaw,Cash,4,8.25,173.21,164.96,4.76,8.25,7.1
834-25-9262,Normal,Female,Fashion accessories,81.68,2019-01-06,12:12:00,2019,1,1,Giza,Naypyitaw,Cash,4,16.34,343.06,326.72,4.76,16.34,9.1
122-61-9553,Normal,Female,Electronic accessories,51.32,2019-03-14,19:33:00,2019,3,1,Giza,Naypyitaw,Cash,9,23.09,484.97,461.88,4.76,23.09,5.6
468-88-0009,Member,Male,Home and lifestyle,65.94,2019-03-24,10:29:00,2019,3,1,Alex,Yangon,Cash,4,13.19,276.95,263.76,4.76,13.19,6.0
613-59-9758,Normal,Female,Sports and travel,14.36,2019-01-27,14:28:00,2019,1,1,Giza,Naypyitaw,Cash,10,7.18,150.78,143.6,4.76,7.18,5.4
254-31-0042,Member,Male,Electronic accessories,21.5,2019-03-06,12:46:00,2019,3,1,Alex,Yangon,Credit card,9,9.68,203.18,193.5,4.76,9.68,7.8
201-86-2184,Member,Female,Electronic accessories,26.26,2019-02-02,19:40:00,2019,2,1,Cairo,Mandalay,Cash,7,9.19,193.01,183.82,4.76,9.19,9.9
261-12-8671,Normal,Female,Fashion accessories,60.96,2019-01-25,19:39:00,2019,1,1,Cairo,Mandalay,Credit card,2,6.1,128.02,121.92,4.76,6.1,4.9
730-70-9830,Normal,Female,Home and lifestyle,70.11,2019-03-14,17:54:00,2019,3,1,Giza,Naypyitaw,Ewallet,6,21.03,441.69,420.66,4.76,21.03,5.2
382-25-8917,Normal,Male,Fashion accessories,42.08,2019-01-29,12:25:00,2019,1,1,Giza,Naypyitaw,Cash,6,12.62,265.1,252.48,4.76,12.62,8.9
422-29-8786,Normal,Female,Home and lifestyle,67.09,2019-01-03,16:47:00,2019,1,1,Alex,Yangon,Credit card,5,16.77,352.22,335.45,4.76,16.77,9.1
667-23-5919,Member,Female,Fashion accessories,96.7,2019-01-14,12:52:00,2019,1,1,Alex,Yangon,Ewallet,5,24.18,507.68,483.5,4.76,24.18,7.0
843-01-4703,Member,Female,Home and lifestyle,35.38,2019-01-05,19:50:00,2019,1,1,Cairo,Mandalay,Credit card,9,15.92,334.34,318.42,4.76,15.92,9.6
743-88-1662,Normal,Male,Sports and travel,95.49,2019-02-22,18:17:00,2019,2,1,Giza,Naypyitaw,Ewallet,7,33.42,701.85,668.43,4.76,33.42,8.7
595-86-2894,Member,Male,Fashion accessories,96.98,2019-02-06,17:20:00,2019,2,1,Giza,Naypyitaw,Ewallet,4,19.4,407.32,387.92,4.76,19.4,9.4
182-69-8360,Normal,Female,Electronic accessories,23.65,2019-01-30,13:32:00,2019,1,1,Cairo,Mandalay,Credit card,4,4.73,99.33,94.6,4.76,4.73,4.0
289-15-7034,Member,Male,Sports and travel,82.33,2019-01-11,10:37:00,2019,1,1,Alex,Yangon,Credit card,4,16.47,345.79,329.32,4.76,16.47,7.5
462-78-5240,Normal,Female,Electronic accessories,26.61,2019-03-19,14:35:00,2019,3,1,Giza,Naypyitaw,Cash,2,2.66,55.88,53.22,4.76,2.66,4.2
868-52-7573,Normal,Female,Food and beverages,99.69,2019-01-14,12:09:00,2019,1,1,Cairo,Mandalay,Cash,5,24.92,523.37,498.45,4.76,24.92,9.9
153-58-4872,Member,Female,Food and beverages,74.89,2019-03-01,15:32:00,2019,3,1,Giza,Naypyitaw,Ewallet,4,14.98,314.54,299.56,4.76,14.98,4.2
662-72-2873,Normal,Female,Food and beverages,40.94,2019-01-06,13:58:00,2019,1,1,Alex,Yangon,Ewallet,5,10.24,214.94,204.7,4.76,10.24,9.9
525-88-7307,Member,Male,Sports and travel,75.82,2019-01-31,13:19:00,2019,1,1,Cairo,Mandalay,Cash,1,3.79,79.61,75.82,4.76,3.79,5.8
689-16-9784,Normal,Male,Food and beverages,46.77,2019-03-11,13:37:00,2019,3,1,Giza,Naypyitaw,Cash,6,14.03,294.65,280.62,4.76,14.03,6.0
725-56-0833,Normal,Female,Health and beauty,32.32,2019-02-20,16:49:00,2019,2,1,Alex,Yangon,Credit card,10,16.16,339.36,323.2,4.76,16.16,10.0
394-41-0748,Member,Female,Fashion accessories,54.07,2019-01-27,14:55:00,2019,1,1,Giza,Naypyitaw,Ewallet,9,24.33,510.96,486.63,4.76,24.33,9.5
596-42-3999,Normal,Male,Food and beverages,18.22,2019-03-10,14:04:00,2019,3,1,Cairo,Mandalay,Credit card,7,6.38,133.92,127.54,4.76,6.38,6.6
541-89-9860,Member,Female,Fashion accessories,80.48,2019-02-15,12:31:00,2019,2,1,Giza,Naypyitaw,Cash,3,12.07,253.51,241.44,4.76,12.07,8.1
173-82-9529,Normal,Female,Fashion accessories,37.95,2019-01-26,14:51:00,2019,1,1,Cairo,Mandalay,Cash,10,18.98,398.48,379.5,4.76,18.98,9.7
563-36-9814,Member,Male,Electronic accessories,76.82,2019-02-13,18:27:00,2019,2,1,Alex,Yangon,Ewallet,1,3.84,80.66,76.82,4.76,3.84,7.2
308-47-4913,Member,Female,Sports and travel,52.26,2019-03-09,12:45:00,2019,3,1,Alex,Yangon,Credit card,10,26.13,548.73,522.6,4.76,26.13,6.2
885-17-6250,Normal,Female,Health and beauty,79.74,2019-03-06,10:36:00,2019,3,1,Alex,Yangon,Ewallet,1,3.99,83.73,79.74,4.76,3.99,7.3
726-27-2396,Normal,Female,Health and beauty,77.5,2019-01-24,20:36:00,2019,1,1,Alex,Yangon,Ewallet,5,19.38,406.88,387.5,4.76,19.38,4.3
316-01-3952,Normal,Female,Food and beverages,54.27,2019-03-13,14:16:00,2019,3,1,Alex,Yangon,Ewallet,5,13.57,284.92,271.35,4.76,13.57,4.6
760-54-1821,Normal,Male,Home and lifestyle,13.59,2019-03-15,10:26:00,2019,3,1,Cairo,Mandalay,Cash,9,6.12,128.43,122.31,4.76,6.12,5.8
793-10-3222,Member,Female,Health and beauty,41.06,2019-03-05,13:30:00,2019,3,1,Cairo,Mandalay,Credit card,6,12.32,258.68,246.36,4.76,12.32,8.3
346-12-3257,Member,Male,Electronic accessories,19.24,2019-03-04,16:28:00,2019,3,1,Cairo,Mandalay,Cash,9,8.66,181.82,173.16,4.76,8.66,8.0
110-05-6330,Normal,Female,Food and beverages,39.43,2019-03-25,20:18:00,2019,3,1,Giza,Naypyitaw,Credit card,6,11.83,248.41,236.58,4.76,11.83,9.4
651-61-0874,Normal,Male,Home and lifestyle,46.22,2019-03-12,20:04:00,2019,3,1,Giza,Naypyitaw,Credit card,4,9.24,194.12,184.88,4.76,9.24,6.2
236-86-3015,Member,Male,Home and lifestyle,13.98,2019-02-04,13:38:00,2019,2,1,Giza,Naypyitaw,Ewallet,1,0.7,14.68,13.98,4.76,0.7,9.8
831-64-0259,Normal,Female,Fashion accessories,39.75,2019-02-22,10:43:00,2019,2,1,Cairo,Mandalay,Ewallet,5,9.94,208.69,198.75,4.76,9.94,9.6
587-03-7455,Member,Female,Fashion accessories,97.79,2019-02-16,17:30:00,2019,2,1,Giza,Naypyitaw,Ewallet,7,34.23,718.76,684.53,4.76,34.23,4.9
882-40-4577,Member,Male,Sports and travel,67.26,2019-01-19,15:28:00,2019,1,1,Alex,Yangon,Credit card,4,13.45,282.49,269.04,4.76,13.45,8.0
732-67-5346,Normal,Male,Food and beverages,13.79,2019-01-11,19:07:00,2019,1,1,Alex,Yangon,Credit card,5,3.45,72.4,68.95,4.76,3.45,7.8
725-32-9708,Member,Female,Fashion accessories,68.71,2019-01-04,19:01:00,2019,1,1,Cairo,Mandalay,Cash,4,13.74,288.58,274.84,4.76,13.74,4.1
256-08-8343,Normal,Female,Home and lifestyle,56.53,2019-03-04,19:48:00,2019,3,1,Alex,Yangon,Ewallet,4,11.31,237.43,226.12,4.76,11.31,5.5
372-26-1506,Normal,Female,Fashion accessories,23.82,2019-01-28,19:24:00,2019,1,1,Giza,Naypyitaw,Ewallet,5,5.96,125.06,119.1,4.76,5.96,5.4
244-08-0162,Normal,Female,Health and beauty,34.21,2019-01-02,13:00:00,2019,1,1,Cairo,Mandalay,Cash,10,17.11,359.21,342.1,4.76,17.11,5.1
569-71-4390,Normal,Male,Sports and travel,21.87,2019-01-25,14:29:00,2019,1,1,Cairo,Mandalay,Ewallet,2,2.19,45.93,43.74,4.76,2.19,6.9
132-23-6451,Member,Male,Health and beauty,20.97,2019-01-04,13:21:00,2019,1,1,Alex,Yangon,Cash,5,5.24,110.09,104.85,4.76,5.24,7.8
696-90-2548,Normal,Male,Sports and travel,25.84,2019-03-10,18:55:00,2019,3,1,Alex,Yangon,Ewallet,3,3.88,81.4,77.52,4.76,3.88,6.6
472-15-9636,Normal,Male,Home and lifestyle,50.93,2019-03-22,19:36:00,2019,3,1,Alex,Yangon,Ewallet,8,20.37,427.81,407.44,4.76,20.37,9.2
268-03-6164,Normal,Male,Health and beauty,96.11,2019-01-25,16:28:00,2019,1,1,Cairo,Mandalay,Ewallet,1,4.81,100.92,96.11,4.76,4.81,7.8
750-57-9686,Normal,Female,Home and lifestyle,45.38,2019-01-08,13:48:00,2019,1,1,Giza,Naypyitaw,Credit card,4,9.08,190.6,181.52,4.76,9.08,8.7
186-09-3669,Member,Female,Health and beauty,81.51,2019-01-22,10:57:00,2019,1,1,Giza,Naypyitaw,Ewallet,1,4.08,85.59,81.51,4.76,4.08,9.2
848-07-1692,Normal,Female,Health and beauty,57.22,2019-01-12,17:13:00,2019,1,1,Cairo,Mandalay,Ewallet,2,5.72,120.16,114.44,4.76,5.72,8.3
745-71-3520,Member,Female,Electronic accessories,25.22,2019-02-04,10:23:00,2019,2,1,Alex,Yangon,Cash,7,8.83,185.37,176.54,4.76,8.83,8.2
266-76-6436,Member,Female,Food and beverages,38.6,2019-03-28,13:57:00,2019,3,1,Giza,Naypyitaw,Ewallet,3,5.79,121.59,115.8,4.76,5.79,7.5
740-22-2500,Normal,Female,Electronic accessories,84.05,2019-01-23,13:29:00,2019,1,1,Giza,Naypyitaw,Cash,3,12.61,264.76,252.15,4.76,12.61,9.8
271-88-8734,Member,Female,Fashion accessories,97.21,2019-02-08,13:00:00,2019,2,1,Giza,Naypyitaw,Credit card,10,48.61,1020.71,972.1,4.76,48.61,8.7
301-81-8610,Member,Male,Fashion accessories,25.42,2019-03-19,19:42:00,2019,3,1,Cairo,Mandalay,Credit card,8,10.17,213.53,203.36,4.76,10.17,6.7
489-64-4354,Normal,Male,Fashion accessories,16.28,2019-03-09,15:36:00,2019,3,1,Giza,Naypyitaw,Cash,1,0.81,17.09,16.28,4.76,0.81,5.0
198-84-7132,Member,Male,Fashion accessories,40.61,2019-01-02,13:40:00,2019,1,1,Cairo,Mandalay,Cash,9,18.27,383.76,365.49,4.76,18.27,7.0
269-10-8440,Member,Male,Health and beauty,53.17,2019-01-21,18:01:00,2019,1,1,Alex,Yangon,Cash,7,18.61,390.8,372.19,4.76,18.61,8.9
650-98-6268,Member,Female,Food and beverages,20.87,2019-03-20,13:53:00,2019,3,1,Cairo,Mandalay,Credit card,3,3.13,65.74,62.61,4.76,3.13,8.0
741-73-3559,Normal,Male,Sports and travel,67.27,2019-02-27,17:27:00,2019,2,1,Cairo,Mandalay,Cash,5,16.82,353.17,336.35,4.76,16.82,6.9
325-77-6186,Member,Female,Home and lifestyle,90.65,2019-03-08,10:53:00,2019,3,1,Alex,Yangon,Ewallet,10,45.33,951.83,906.5,4.76,45.33,7.3
286-75-7818,Normal,Male,Fashion accessories,69.08,2019-01-31,19:48:00,2019,1,1,Cairo,Mandalay,Credit card,2,6.91,145.07,138.16,4.76,6.91,6.9
574-57-9721,Normal,Male,Food and beverages,43.27,2019-03-08,16:53:00,2019,3,1,Giza,Naypyitaw,Ewallet,2,4.33,90.87,86.54,4.76,4.33,5.7
459-50-7686,Normal,Female,Electronic accessories,23.46,2019-01-13,19:14:00,2019,1,1,Alex,Yangon,Ewallet,6,7.04,147.8,140.76,4.76,7.04,6.4
616-87-0016,Normal,Male,Fashion accessories,95.54,2019-03-09,14:36:00,2019,3,1,Cairo,Mandalay,Credit card,7,33.44,702.22,668.78,4.76,33.44,9.6
837-55-7229,Normal,Female,Fashion accessories,47.44,2019-02-22,18:19:00,2019,2,1,Cairo,Mandalay,Credit card,1,2.37,49.81,47.44,4.76,2.37,6.8
751-69-0068,Normal,Male,Sports and travel,99.24,2019-03-19,19:09:00,2019,3,1,Giza,Naypyitaw,Ewallet,9,44.66,937.82,893.16,4.76,44.66,9.0
257-73-1380,Member,Male,Sports and travel,82.93,2019-01-20,16:51:00,2019,1,1,Giza,Naypyitaw,Ewallet,4,16.59,348.31,331.72,4.76,16.59,9.6
345-08-4992,Normal,Male,Home and lifestyle,33.99,2019-03-08,15:37:00,2019,3,1,Alex,Yangon,Credit card,6,10.2,214.14,203.94,4.76,10.2,7.7
549-96-4200,Member,Male,Food and beverages,17.04,2019-03-08,20:15:00,2019,3,1,Giza,Naypyitaw,Ewallet,4,3.41,71.57,68.16,4.76,3.41,7.0
810-60-6344,Normal,Female,Electronic accessories,40.86,2019-02-07,14:38:00,2019,2,1,Giza,Naypyitaw,Credit card,8,16.34,343.22,326.88,4.76,16.34,6.5
450-28-2866,Member,Male,Food and beverages,17.44,2019-01-15,19:25:00,2019,1,1,Giza,Naypyitaw,Cash,5,4.36,91.56,87.2,4.76,4.36,8.1
394-30-3170,Member,Female,Sports and travel,88.43,2019-03-22,19:35:00,2019,3,1,Cairo,Mandalay,Credit card,8,35.37,742.81,707.44,4.76,35.37,4.3
138-17-5109,Member,Female,Home and lifestyle,89.21,2019-01-15,15:42:00,2019,1,1,Alex,Yangon,Credit card,9,40.14,843.03,802.89,4.76,40.14,6.5
192-98-7397,Normal,Male,Fashion accessories,12.78,2019-01-08,14:11:00,2019,1,1,Giza,Naypyitaw,Ewallet,1,0.64,13.42,12.78,4.76,0.64,9.5
301-11-9629,Normal,Female,Sports and travel,19.1,2019-01-15,10:43:00,2019,1,1,Alex,Yangon,Cash,7,6.69,140.39,133.7,4.76,6.69,9.7
390-80-5128,Member,Female,Health and beauty,19.15,2019-01-28,17:58:00,2019,1,1,Cairo,Mandalay,Credit card,1,0.96,20.11,19.15,4.76,0.96,9.5
235-46-8343,Member,Male,Food and beverages,27.66,2019-02-14,11:26:00,2019,2,1,Giza,Naypyitaw,Credit card,10,13.83,290.43,276.6,4.76,13.83,8.9
453-12-7053,Normal,Male,Fashion accessories,45.74,2019-03-10,17:38:00,2019,3,1,Giza,Naypyitaw,Credit card,3,6.86,144.08,137.22,4.76,6.86,6.5
296-11-7041,Member,Female,Health and beauty,27.07,2019-01-12,20:07:00,2019,1,1,Cairo,Mandalay,Credit card,1,1.35,28.42,27.07,4.76,1.35,5.3
449-27-2918,Member,Female,Sports and travel,39.12,2019-03-26,11:02:00,2019,3,1,Cairo,Mandalay,Credit card,1,1.96,41.08,39.12,4.76,1.96,9.6
891-01-7034,Normal,Female,Electronic accessories,74.71,2019-01-01,19:07:00,2019,1,1,Cairo,Mandalay,Cash,6,22.41,470.67,448.26,4.76,22.41,6.7
744-09-5786,Normal,Male,Electronic accessories,22.01,2019-01-02,18:50:00,2019,1,1,Cairo,Mandalay,Cash,6,6.6,138.66,132.06,4.76,6.6,7.6
727-17-0390,Normal,Female,Food and beverages,63.61,2019-03-16,12:43:00,2019,3,1,Alex,Yangon,Ewallet,5,15.9,333.95,318.05,4.76,15.9,4.8
568-88-3448,Normal,Male,Health and beauty,25.0,2019-03-03,15:09:00,2019,3,1,Alex,Yangon,Ewallet,1,1.25,26.25,25.0,4.76,1.25,5.5
187-83-5490,Member,Male,Electronic accessories,20.77,2019-01-31,13:47:00,2019,1,1,Alex,Yangon,Cash,4,4.15,87.23,83.08,4.76,4.15,4.7
767-54-1907,Member,Female,Fashion accessories,29.56,2019-02-13,16:59:00,2019,2,1,Cairo,Mandalay,Cash,5,7.39,155.19,147.8,4.76,7.39,6.9
710-46-4433,Member,Female,Food and beverages,77.4,2019-02-15,14:15:00,2019,2,1,Cairo,Mandalay,Credit card,9,34.83,731.43,696.6,4.76,34.83,4.5
533-33-5337,Normal,Male,Electronic accessories,79.39,2019-02-07,20:24:00,2019,2,1,Cairo,Mandalay,Cash,10,39.7,833.6,793.9,4.76,39.7,6.2
325-90-8763,Member,Female,Electronic accessories,46.57,2019-01-27,13:58:00,2019,1,1,Giza,Naypyitaw,Cash,10,23.29,488.99,465.7,4.76,23.29,7.6
729-46-7422,Normal,Male,Food and beverages,35.89,2019-02-23,16:52:00,2019,2,1,Giza,Naypyitaw,Credit card,1,1.79,37.68,35.89,4.76,1.79,7.9
639-76-1242,Normal,Male,Food and beverages,40.52,2019-02-03,15:19:00,2019,2,1,Giza,Naypyitaw,Cash,5,10.13,212.73,202.6,4.76,10.13,4.5
234-03-4040,Member,Female,Food and beverages,73.05,2019-03-03,12:25:00,2019,3,1,Cairo,Mandalay,Credit card,10,36.53,767.03,730.5,4.76,36.53,8.7
326-71-2155,Normal,Female,Sports and travel,73.95,2019-02-03,10:02:00,2019,2,1,Giza,Naypyitaw,Cash,4,14.79,310.59,295.8,4.76,14.79,6.1
320-32-8842,Member,Female,Food and beverages,22.62,2019-03-17,18:58:00,2019,3,1,Giza,Naypyitaw,Cash,1,1.13,23.75,22.62,4.76,1.13,6.4
470-32-9057,Member,Male,Food and beverages,51.34,2019-03-28,15:31:00,2019,3,1,Alex,Yangon,Credit card,5,12.84,269.54,256.7,4.76,12.84,9.1
878-30-2331,Member,Female,Sports and travel,54.55,2019-03-02,11:22:00,2019,3,1,Giza,Naypyitaw,Credit card,10,27.28,572.78,545.5,4.76,27.28,7.1
440-59-5691,Member,Female,Health and beauty,37.15,2019-02-08,13:12:00,2019,2,1,Giza,Naypyitaw,Credit card,7,13.0,273.05,260.05,4.76,13.0,7.7
554-53-3790,Normal,Male,Sports and travel,37.02,2019-03-22,18:33:00,2019,3,1,Cairo,Mandalay,Cash,6,11.11,233.23,222.12,4.76,11.11,4.5
746-19-0921,Normal,Male,Food and beverages,21.58,2019-02-09,10:02:00,2019,2,1,Giza,Naypyitaw,Ewallet,1,1.08,22.66,21.58,4.76,1.08,7.2
233-34-0817,Member,Female,Electronic accessories,98.84,2019-02-15,11:21:00,2019,2,1,Giza,Naypyitaw,Cash,1,4.94,103.78,98.84,4.76,4.94,8.4
767-05-1286,Member,Female,Home and lifestyle,83.77,2019-01-23,12:10:00,2019,1,1,Giza,Naypyitaw,Ewallet,6,25.13,527.75,502.62,4.76,25.13,5.4
340-21-9136,Member,Female,Sports and travel,40.05,2019-01-25,11:40:00,2019,1,1,Alex,Yangon,Cash,4,8.01,168.21,160.2,4.76,8.01,9.7
405-31-3305,Member,Male,Fashion accessories,43.13,2019-02-02,18:31:00,2019,2,1,Alex,Yangon,Credit card,10,21.57,452.87,431.3,4.76,21.57,5.5
731-59-7531,Member,Male,Health and beauty,72.57,2019-03-30,17:58:00,2019,3,1,Cairo,Mandalay,Cash,8,29.03,609.59,580.56,4.76,29.03,4.6
676-39-6028,Member,Female,Electronic accessories,64.44,2019-03-30,17:04:00,2019,3,1,Alex,Yangon,Cash,5,16.11,338.31,322.2,4.76,16.11,6.6
502-05-1910,Normal,Male,Health and beauty,65.18,2019-02-25,20:35:00,2019,2,1,Alex,Yangon,Credit card,3,9.78,205.32,195.54,4.76,9.78,6.3
485-30-8700,Normal,Female,Sports and travel,33.26,2019-03-18,16:10:00,2019,3,1,Alex,Yangon,Credit card,5,8.32,174.62,166.3,4.76,8.32,4.2
598-47-9715,Normal,Male,Electronic accessories,84.07,2019-03-07,16:54:00,2019,3,1,Giza,Naypyitaw,Ewallet,4,16.81,353.09,336.28,4.76,16.81,4.4
701-69-8742,Normal,Male,Sports and travel,34.37,2019-03-16,10:11:00,2019,3,1,Cairo,Mandalay,Ewallet,10,17.19,360.89,343.7,4.76,17.19,6.7
575-67-1508,Normal,Male,Electronic accessories,38.6,2019-01-29,11:26:00,2019,1,1,Alex,Yangon,Ewallet,1,1.93,40.53,38.6,4.76,1.93,6.7
